question_id,eq_id,part_number,question_count,time_limit_in_ms,audio_duration_in_ms
1,p1-121,1,1,26076.73469387755,18076.73469387755
2,p1-122,1,1,26599.183673469386,18599.183673469386
3,p1-123,1,1,28192.65306122449,20192.65306122449
4,p1-124,1,1,27069.387755102038,19069.387755102038
5,p1-125,1,1,27513.4693877551,19513.4693877551
6,p1-126,1,1,28166.530612244896,20166.530612244896
7,p1-127,1,1,29681.632653061224,21681.632653061224
8,p1-128,1,1,28166.530612244896,20166.530612244896
9,p1-129,1,1,30099.591836734693,22099.591836734693
10,p1-130,1,1,29002.448979591838,21002.448979591838
11,p1-051,1,1,28453.877551020407,20453.877551020407
12,p1-052,1,1,26782.040816326527,18782.040816326527
13,p1-053,1,1,27800.81632653061,19800.81632653061
14,p1-054,1,1,27278.367346938776,19278.367346938776
15,p1-055,1,1,27931.428571428572,19931.428571428572
16,p1-056,1,1,27983.673469387755,19983.673469387755
17,p1-057,1,1,29577.142857142855,21577.142857142855
18,p1-058,1,1,28401.632653061224,20401.632653061224
19,p1-059,1,1,27879.18367346939,19879.18367346939
20,p1-060,1,1,28140.408163265307,20140.408163265307
21,p1-061,1,1,27591.83673469388,19591.83673469388
22,p1-062,1,1,26912.65306122449,18912.65306122449
23,p1-063,1,1,28192.65306122449,20192.65306122449
24,p1-064,1,1,28035.918367346938,20035.918367346938
25,p1-065,1,1,27696.326530612245,19696.326530612245
26,p1-066,1,1,29185.306122448983,21185.306122448983
27,p1-067,1,1,28715.102040816328,20715.102040816328
28,p1-068,1,1,28427.755102040817,20427.755102040817
29,p1-069,1,1,30021.22448979592,22021.22448979592
30,p1-070,1,1,27670.204081632655,19670.204081632655
31,p1-001,1,1,27356.734693877548,19356.734693877548
32,p1-002,1,1,26416.326530612245,18416.326530612245
33,p1-003,1,1,28741.224489795917,20741.224489795917
34,p1-004,1,1,27983.673469387755,19983.673469387755
35,p1-005,1,1,29420.408163265307,21420.408163265307
36,p1-006,1,1,26938.775510204083,18938.775510204083
37,p1-007,1,1,26991.020408163266,18991.020408163266
38,p1-008,1,1,27905.30612244898,19905.30612244898
39,p1-009,1,1,28558.367346938776,20558.367346938776
40,p1-010,1,1,30622.04081632653,22622.04081632653
41,p1-131,1,1,26285.714285714286,18285.714285714286
42,p1-132,1,1,26573.061224489797,18573.061224489797
43,p1-133,1,1,28976.326530612245,20976.326530612245
44,p1-134,1,1,26181.224489795917,18181.224489795917
45,p1-135,1,1,27200.0,19200.0
46,p1-136,1,1,27513.4693877551,19513.4693877551
47,p1-137,1,1,28140.408163265307,20140.408163265307
48,p1-138,1,1,29760.0,21760.0
49,p1-139,1,1,29394.285714285714,21394.285714285714
50,p1-140,1,1,27226.122448979593,19226.122448979593
51,p1-081,1,1,27252.244897959183,19252.244897959183
52,p1-082,1,1,26416.326530612245,18416.326530612245
53,p1-083,1,1,26991.020408163266,18991.020408163266
54,p1-084,1,1,26964.897959183672,18964.897959183672
55,p1-085,1,1,28166.530612244896,20166.530612244896
56,p1-086,1,1,26860.408163265303,18860.408163265303
57,p1-087,1,1,26808.16326530612,18808.16326530612
58,p1-088,1,1,27408.979591836734,19408.979591836734
59,p1-089,1,1,28924.08163265306,20924.08163265306
60,p1-090,1,1,27931.428571428572,19931.428571428572
61,p1-161,1,1,29812.244897959183,21812.244897959183
62,p1-162,1,1,27905.30612244898,19905.30612244898
63,p1-163,1,1,27983.673469387755,19983.673469387755
64,p1-164,1,1,31797.551020408166,23797.551020408166
65,p1-165,1,1,29420.408163265307,21420.408163265307
66,p1-166,1,1,30334.69387755102,22334.69387755102
67,p1-167,1,1,31353.4693877551,23353.4693877551
68,p1-168,1,1,29498.775510204083,21498.775510204083
69,p1-169,1,1,27931.428571428572,19931.428571428572
70,p1-170,1,1,30177.95918367347,22177.95918367347
71,p1-111,1,1,27095.51020408163,19095.51020408163
72,p1-112,1,1,27200.0,19200.0
73,p1-113,1,1,27905.30612244898,19905.30612244898
74,p1-114,1,1,27617.95918367347,19617.95918367347
75,p1-115,1,1,28427.755102040817,20427.755102040817
76,p1-116,1,1,27800.81632653061,19800.81632653061
77,p1-117,1,1,29498.775510204083,21498.775510204083
78,p1-118,1,1,27304.48979591837,19304.48979591837
79,p1-119,1,1,28297.14285714286,20297.14285714286
80,p1-120,1,1,27722.448979591838,19722.448979591838
81,p1-191,1,1,29420.408163265307,21420.408163265307
82,p1-192,1,1,29368.163265306124,21368.163265306124
83,p1-193,1,1,27774.69387755102,19774.69387755102
84,p1-194,1,1,29498.775510204083,21498.775510204083
85,p1-195,1,1,30073.469387755104,22073.469387755104
86,p1-196,1,1,28688.979591836734,20688.979591836734
87,p1-197,1,1,30230.20408163265,22230.20408163265
88,p1-198,1,1,27304.48979591837,19304.48979591837
89,p1-199,1,1,27461.224489795917,19461.224489795917
90,p1-200,1,1,30334.69387755102,22334.69387755102
91,p1-101,1,1,26520.81632653061,18520.81632653061
92,p1-102,1,1,26128.979591836734,18128.979591836734
93,p1-103,1,1,28506.122448979593,20506.122448979593
94,p1-104,1,1,27173.877551020407,19173.877551020407
95,p1-105,1,1,27147.755102040814,19147.755102040814
96,p1-106,1,1,27173.877551020407,19173.877551020407
97,p1-107,1,1,28662.85714285714,20662.85714285714
98,p1-108,1,1,26912.65306122449,18912.65306122449
99,p1-110,1,1,27644.081632653062,19644.081632653062
100,p1-141,1,1,26886.530612244896,18886.530612244896
101,p1-142,1,1,26128.979591836734,18128.979591836734
102,p1-143,1,1,28636.734693877548,20636.734693877548
103,p1-144,1,1,26468.571428571428,18468.571428571428
104,p1-145,1,1,27722.448979591838,19722.448979591838
105,p1-146,1,1,26729.79591836735,18729.79591836735
106,p1-148,1,1,26285.714285714286,18285.714285714286
107,p1-149,1,1,27095.51020408163,19095.51020408163
108,p1-150,1,1,26337.95918367347,18337.95918367347
109,p1-011,1,1,29289.795918367345,21289.795918367345
110,p1-012,1,1,27565.714285714286,19565.714285714286
111,p1-013,1,1,29028.571428571428,21028.571428571428
112,p1-014,1,1,26625.30612244898,18625.30612244898
113,p1-015,1,1,28819.591836734693,20819.591836734693
114,p1-016,1,1,28688.979591836734,20688.979591836734
115,p1-017,1,1,29342.04081632653,21342.04081632653
116,p1-018,1,1,27461.224489795917,19461.224489795917
117,p1-019,1,1,29760.0,21760.0
118,p1-020,1,1,31118.367346938776,23118.367346938776
119,p1-151,1,1,29159.18367346939,21159.18367346939
120,p1-152,1,1,26677.551020408162,18677.551020408162
121,p1-153,1,1,30125.714285714286,22125.714285714286
122,p1-154,1,1,29786.122448979593,21786.122448979593
123,p1-155,1,1,27879.18367346939,19879.18367346939
124,p1-156,1,1,28480.0,20480.0
125,p1-157,1,1,30308.57142857143,22308.57142857143
126,p1-158,1,1,27826.938775510203,19826.938775510203
127,p1-159,1,1,27513.4693877551,19513.4693877551
128,p1-160,1,1,30439.183673469386,22439.183673469386
129,p1-041,1,1,27121.632653061224,19121.632653061224
130,p1-042,1,1,29237.551020408162,21237.551020408162
131,p1-043,1,1,29133.061224489797,21133.061224489797
132,p1-044,1,1,25684.897959183672,17684.897959183672
133,p1-045,1,1,28401.632653061224,20401.632653061224
134,p1-046,1,1,28140.408163265307,20140.408163265307
135,p1-047,1,1,29368.163265306124,21368.163265306124
136,p1-048,1,1,27931.428571428572,19931.428571428572
137,p1-049,1,1,27748.571428571428,19748.571428571428
138,p1-050,1,1,27591.83673469388,19591.83673469388
139,p1-021,1,1,29211.42857142857,21211.42857142857
140,p1-022,1,1,27617.95918367347,19617.95918367347
141,p1-023,1,1,29263.673469387755,21263.673469387755
142,p1-024,1,1,27043.26530612245,19043.26530612245
143,p1-025,1,1,27983.673469387755,19983.673469387755
144,p1-026,1,1,27200.0,19200.0
145,p1-027,1,1,27826.938775510203,19826.938775510203
146,p1-028,1,1,29577.142857142855,21577.142857142855
147,p1-029,1,1,29394.285714285714,21394.285714285714
148,p1-030,1,1,29028.571428571428,21028.571428571428
149,p1-031,1,1,28140.408163265307,20140.408163265307
150,p1-032,1,1,28218.775510204083,20218.775510204083
151,p1-034,1,1,28610.612244897962,20610.612244897962
152,p1-035,1,1,27722.448979591838,19722.448979591838
153,p1-036,1,1,28166.530612244896,20166.530612244896
154,p1-037,1,1,29054.69387755102,21054.69387755102
155,p1-038,1,1,27382.85714285714,19382.85714285714
156,p1-039,1,1,28636.734693877548,20636.734693877548
157,p1-040,1,1,27226.122448979593,19226.122448979593
158,p1-171,1,1,27853.061224489797,19853.061224489797
159,p1-172,1,1,26050.61224489796,18050.61224489796
160,p1-173,1,1,28897.959183673473,20897.959183673473
161,p1-174,1,1,27330.61224489796,19330.61224489796
162,p1-175,1,1,30125.714285714286,22125.714285714286
163,p1-176,1,1,29080.816326530614,21080.816326530614
164,p1-177,1,1,28506.122448979593,20506.122448979593
165,p1-178,1,1,27722.448979591838,19722.448979591838
166,p1-179,1,1,29263.673469387755,21263.673469387755
167,p1-180,1,1,28950.20408163265,20950.20408163265
168,p1-071,1,1,26599.183673469386,18599.183673469386
169,p1-072,1,1,25423.673469387755,17423.673469387755
170,p1-073,1,1,29002.448979591838,21002.448979591838
171,p1-074,1,1,26155.102040816328,18155.102040816328
172,p1-075,1,1,28218.775510204083,20218.775510204083
173,p1-076,1,1,27957.551020408166,19957.551020408166
174,p1-077,1,1,28819.591836734693,20819.591836734693
175,p1-078,1,1,29237.551020408162,21237.551020408162
176,p1-079,1,1,29080.816326530614,21080.816326530614
177,p1-080,1,1,27513.4693877551,19513.4693877551
178,p1-092,1,1,26102.857142857145,18102.857142857145
179,p1-093,1,1,27121.632653061224,19121.632653061224
180,p1-094,1,1,27278.367346938776,19278.367346938776
181,p1-095,1,1,27722.448979591838,19722.448979591838
182,p1-096,1,1,26729.79591836735,18729.79591836735
183,p1-097,1,1,28349.38775510204,20349.38775510204
184,p1-098,1,1,27200.0,19200.0
185,p1-099,1,1,27748.571428571428,19748.571428571428
186,p1-100,1,1,28297.14285714286,20297.14285714286
187,p1-181,1,1,27513.4693877551,19513.4693877551
188,p1-182,1,1,28532.244897959186,20532.244897959186
189,p1-183,1,1,27095.51020408163,19095.51020408163
190,p1-184,1,1,28924.08163265306,20924.08163265306
191,p1-185,1,1,29760.0,21760.0
192,p1-186,1,1,28140.408163265307,20140.408163265307
193,p1-187,1,1,28793.469387755104,20793.469387755104
194,p1-188,1,1,27461.224489795917,19461.224489795917
195,p1-189,1,1,27200.0,19200.0
196,p1-190,1,1,29838.367346938776,21838.367346938776
197,p2-1141,2,1,23777.95918367347,15777.95918367347
198,p2-1142,2,1,24640.0,16640.0
199,p2-1143,2,1,25449.79591836735,17449.79591836735
200,p2-1144,2,1,23568.979591836734,15568.979591836733
201,p2-1145,2,1,23804.081632653062,15804.081632653062
202,p2-1146,2,1,25841.632653061224,17841.632653061224
203,p2-1147,2,1,25110.20408163265,17110.20408163265
204,p2-1148,2,1,23438.367346938776,15438.367346938776
205,p2-1149,2,1,24143.673469387755,16143.673469387757
206,p2-1150,2,1,23072.65306122449,15072.65306122449
207,p2-1151,2,1,24561.632653061224,16561.632653061224
208,p2-1152,2,1,25005.714285714286,17005.714285714286
209,p2-1153,2,1,23830.204081632655,15830.204081632655
210,p2-1154,2,1,24692.244897959186,16692.244897959186
211,p2-1155,2,1,26155.102040816324,18155.102040816324
212,p2-1156,2,1,25554.285714285714,17554.285714285714
213,p2-1157,2,1,24431.020408163266,16431.020408163266
214,p2-1158,2,1,23673.4693877551,15673.469387755102
215,p2-1159,2,1,24404.897959183676,16404.897959183676
216,p2-1160,2,1,25110.20408163265,17110.20408163265
217,p2-1161,2,1,25057.95918367347,17057.95918367347
218,p2-1162,2,1,25136.326530612245,17136.326530612245
219,p2-1163,2,1,24744.489795918365,16744.489795918365
220,p2-1164,2,1,24457.142857142855,16457.142857142855
221,p2-1165,2,1,24535.51020408163,16535.51020408163
222,p2-1166,2,1,25946.12244897959,17946.12244897959
223,p2-1167,2,1,22080.0,14079.999999999998
224,p2-1168,2,1,24927.34693877551,16927.34693877551
225,p2-1169,2,1,29655.510204081635,21655.510204081635
226,p2-1170,2,1,26573.061224489797,18573.061224489797
227,p2-781,2,1,22236.73469387755,14236.734693877552
228,p2-782,2,1,22994.285714285714,14994.285714285714
229,p2-783,2,1,21975.510204081635,13975.510204081633
230,p2-784,2,1,23673.4693877551,15673.469387755102
231,p2-785,2,1,23072.65306122449,15072.65306122449
232,p2-786,2,1,23333.877551020407,15333.877551020407
233,p2-787,2,1,24143.673469387755,16143.673469387757
234,p2-788,2,1,23412.244897959183,15412.244897959185
235,p2-789,2,1,29524.897959183672,21524.897959183672
236,p2-790,2,1,24979.591836734697,16979.591836734697
237,p2-791,2,1,26259.591836734693,18259.591836734693
238,p2-792,2,1,24875.102040816328,16875.102040816328
239,p2-793,2,1,25240.816326530614,17240.816326530614
240,p2-794,2,1,25998.367346938776,17998.367346938776
241,p2-795,2,1,25293.061224489797,17293.061224489797
242,p2-796,2,1,25972.244897959183,17972.244897959183
243,p2-797,2,1,23804.081632653062,15804.081632653062
244,p2-798,2,1,23777.95918367347,15777.95918367347
245,p2-799,2,1,22471.836734693876,14471.836734693878
246,p2-800,2,1,22236.73469387755,14236.734693877552
247,p2-801,2,1,24718.367346938776,16718.367346938776
248,p2-802,2,1,22419.591836734693,14419.591836734693
249,p2-803,2,1,25188.571428571428,17188.571428571428
250,p2-804,2,1,25998.367346938776,17998.367346938776
251,p2-805,2,1,25972.244897959183,17972.244897959183
252,p2-806,2,1,24483.26530612245,16483.26530612245
253,p2-807,2,1,24300.408163265307,16300.408163265307
254,p2-808,2,1,25554.285714285714,17554.285714285714
255,p2-809,2,1,24953.469387755104,16953.469387755104
256,p2-810,2,1,26337.95918367347,18337.95918367347
257,p2-421,2,1,23666.59863945578,15666.59863945578
258,p2-422,2,1,23330.61224489796,15330.61224489796
259,p2-423,2,1,23570.61224489796,15570.612244897959
260,p2-424,2,1,22922.607709750566,14922.607709750566
261,p2-425,2,1,25322.607709750566,17322.607709750566
262,p2-426,2,1,24698.59410430839,16698.59410430839
263,p2-427,2,1,23474.603174603173,15474.603174603175
264,p2-428,2,1,24194.603174603173,16194.603174603173
265,p2-429,2,1,21842.607709750566,13842.607709750568
266,p2-430,2,1,25346.59863945578,17346.59863945578
267,p2-431,2,1,23978.594104308388,15978.59410430839
268,p2-432,2,1,22418.59410430839,14418.59410430839
269,p2-433,2,1,22610.61224489796,14610.612244897957
270,p2-434,2,1,22682.607709750566,14682.607709750566
271,p2-435,2,1,23642.607709750566,15642.607709750568
272,p2-436,2,1,25298.594104308388,17298.594104308388
273,p2-437,2,1,25394.603174603177,17394.603174603177
274,p2-438,2,1,24338.59410430839,16338.594104308391
275,p2-439,2,1,23066.598639455784,15066.598639455784
276,p2-440,2,1,23018.59410430839,15018.594104308391
277,p2-441,2,1,23786.598639455784,15786.598639455782
278,p2-442,2,1,25082.607709750566,17082.607709750566
279,p2-443,2,1,24554.603174603173,16554.603174603173
280,p2-444,2,1,24866.598639455784,16866.598639455784
281,p2-445,2,1,24146.59863945578,16146.598639455782
282,p2-446,2,1,26042.607709750566,18042.607709750566
283,p2-447,2,1,22970.612244897962,14970.61224489796
284,p2-448,2,1,24002.607709750566,16002.607709750568
285,p2-449,2,1,26162.607709750566,18162.607709750566
286,p2-450,2,1,24506.59863945578,16506.59863945578
287,m2-p2-001,2,1,22367.34693877551,14367.346938775512
288,m2-p2-002,2,1,21949.38775510204,13949.387755102041
289,m2-p2-003,2,1,22132.244897959183,14132.244897959183
290,m2-p2-004,2,1,21897.142857142855,13897.142857142857
291,m2-p2-005,2,1,22419.591836734693,14419.591836734693
292,m2-p2-006,2,1,22680.81632653061,14680.81632653061
293,m2-p2-007,2,1,21897.142857142855,13897.142857142857
294,m2-p2-008,2,1,22863.673469387755,14863.673469387755
295,m2-p2-009,2,1,22524.081632653062,14524.081632653062
296,m2-p2-010,2,1,22080.0,14079.999999999998
297,m2-p2-011,2,1,23046.530612244896,15046.530612244896
298,m2-p2-012,2,1,22393.4693877551,14393.4693877551
299,m2-p2-013,2,1,23203.265306122452,15203.26530612245
300,m2-p2-014,2,1,22210.61224489796,14210.612244897959
301,m2-p2-015,2,1,23020.408163265303,15020.408163265305
302,m2-p2-016,2,1,22471.836734693876,14471.836734693878
303,m2-p2-017,2,1,23412.244897959183,15412.244897959185
304,m2-p2-018,2,1,23124.897959183672,15124.897959183674
305,m2-p2-019,2,1,24195.918367346938,16195.918367346938
306,m2-p2-020,2,1,21531.42857142857,13531.42857142857
307,m2-p2-021,2,1,24378.775510204083,16378.775510204083
308,m2-p2-022,2,1,22288.979591836734,14288.979591836736
309,m2-p2-023,2,1,23856.326530612245,15856.326530612243
310,m2-p2-024,2,1,23699.591836734693,15699.591836734693
311,m2-p2-025,2,1,22733.061224489797,14733.061224489795
312,p2-991,2,1,21191.836734693876,13191.836734693876
313,p2-992,2,1,21426.938775510203,13426.938775510205
314,p2-993,2,1,21217.95918367347,13217.959183673467
315,p2-994,2,1,24091.428571428572,16091.428571428572
316,p2-995,2,1,23203.265306122452,15203.26530612245
317,p2-996,2,1,23177.14285714286,15177.142857142859
318,p2-997,2,1,24901.224489795917,16901.224489795917
319,p2-998,2,1,25528.163265306124,17528.163265306124
320,p2-999,2,1,26573.061224489797,18573.061224489797
321,p2-1000,2,1,25319.18367346939,17319.18367346939
322,p2-1001,2,1,24927.34693877551,16927.34693877551
323,p2-1002,2,1,26886.530612244896,18886.530612244896
324,p2-1003,2,1,24404.897959183676,16404.897959183676
325,p2-1004,2,1,24065.30612244898,16065.306122448981
326,p2-1005,2,1,25345.30612244898,17345.30612244898
327,p2-1006,2,1,25084.08163265306,17084.08163265306
328,p2-1007,2,1,24300.408163265307,16300.408163265307
329,p2-1008,2,1,24248.16326530612,16248.163265306122
330,p2-1009,2,1,26259.591836734693,18259.591836734693
331,p2-1010,2,1,26102.857142857145,18102.857142857145
332,p2-1011,2,1,24822.85714285714,16822.85714285714
333,p2-1012,2,1,24901.224489795917,16901.224489795917
334,p2-1013,2,1,22132.244897959183,14132.244897959183
335,p2-1014,2,1,25449.79591836735,17449.79591836735
336,p2-1015,2,1,24404.897959183676,16404.897959183676
337,p2-1016,2,1,24744.489795918365,16744.489795918365
338,p2-1017,2,1,25057.95918367347,17057.95918367347
339,p2-1018,2,1,24404.897959183676,16404.897959183676
340,p2-1019,2,1,25240.816326530614,17240.816326530614
341,p2-1020,2,1,28192.65306122449,20192.65306122449
342,p2-251,2,1,24457.142857142855,16457.142857142855
343,p2-252,2,1,23124.897959183672,15124.897959183674
344,p2-253,2,1,22680.81632653061,14680.81632653061
345,p2-254,2,1,24091.428571428572,16091.428571428572
346,p2-255,2,1,20826.122448979593,12826.122448979593
347,p2-256,2,1,22524.081632653062,14524.081632653062
348,p2-257,2,1,21505.30612244898,13505.306122448977
349,p2-258,2,1,24457.142857142855,16457.142857142855
350,p2-259,2,1,25867.755102040814,17867.755102040814
351,p2-260,2,1,24039.18367346939,16039.183673469388
352,p2-261,2,1,24195.918367346938,16195.918367346938
353,p2-262,2,1,23255.510204081635,15255.510204081635
354,p2-263,2,1,24195.918367346938,16195.918367346938
355,p2-264,2,1,22262.857142857145,14262.857142857143
356,p2-265,2,1,23647.34693877551,15647.34693877551
357,p2-266,2,1,26050.61224489796,18050.61224489796
358,p2-267,2,1,26442.448979591838,18442.448979591838
359,p2-268,2,1,23986.938775510203,15986.938775510203
360,p2-269,2,1,24143.673469387755,16143.673469387757
361,p2-270,2,1,25528.163265306124,17528.163265306124
362,p2-271,2,1,25136.326530612245,17136.326530612245
363,p2-272,2,1,23673.4693877551,15673.469387755102
364,p2-273,2,1,24796.734693877548,16796.734693877548
365,p2-274,2,1,23777.95918367347,15777.95918367347
366,p2-275,2,1,23542.857142857145,15542.857142857145
367,p2-1111,2,1,21609.79591836735,13609.795918367347
368,p2-1112,2,1,23177.14285714286,15177.142857142859
369,p2-1113,2,1,25658.77551020408,17658.77551020408
370,p2-1114,2,1,23568.979591836734,15568.979591836733
371,p2-1115,2,1,25632.65306122449,17632.65306122449
372,p2-1116,2,1,22106.12244897959,14106.12244897959
373,p2-1117,2,1,25084.08163265306,17084.08163265306
374,p2-1118,2,1,24222.04081632653,16222.04081632653
375,p2-1119,2,1,23986.938775510203,15986.938775510203
376,p2-1120,2,1,25240.816326530614,17240.816326530614
377,p2-1121,2,1,23595.102040816324,15595.102040816326
378,p2-1122,2,1,26285.714285714286,18285.714285714286
379,p2-1123,2,1,23098.775510204083,15098.775510204081
380,p2-1124,2,1,24613.877551020407,16613.877551020407
381,p2-1125,2,1,25136.326530612245,17136.326530612245
382,p2-1126,2,1,25528.163265306124,17528.163265306124
383,p2-1127,2,1,23386.122448979593,15386.122448979591
384,p2-1128,2,1,26494.693877551017,18494.693877551017
385,p2-1129,2,1,23725.714285714286,15725.714285714286
386,p2-1130,2,1,24587.755102040817,16587.755102040817
387,p2-1131,2,1,25266.938775510203,17266.938775510203
388,p2-1132,2,1,24352.65306122449,16352.65306122449
389,p2-1133,2,1,25632.65306122449,17632.65306122449
390,p2-1134,2,1,24613.877551020407,16613.877551020407
391,p2-1135,2,1,25136.326530612245,17136.326530612245
392,p2-1136,2,1,26102.857142857145,18102.857142857145
393,p2-1137,2,1,24822.85714285714,16822.85714285714
394,p2-1138,2,1,25319.18367346939,17319.18367346939
395,p2-1139,2,1,25110.20408163265,17110.20408163265
396,p2-1140,2,1,25475.918367346938,17475.918367346938
397,m1-p2-001,2,1,23098.775510204083,15098.775510204081
398,m1-p2-002,2,1,21897.142857142855,13897.142857142857
399,m1-p2-003,2,1,22106.12244897959,14106.12244897959
400,m1-p2-004,2,1,22367.34693877551,14367.346938775512
401,m1-p2-005,2,1,22158.367346938776,14158.367346938774
402,m1-p2-006,2,1,23856.326530612245,15856.326530612243
403,m1-p2-007,2,1,24875.102040816328,16875.102040816328
404,m1-p2-008,2,1,22915.91836734694,14915.91836734694
405,m1-p2-009,2,1,23986.938775510203,15986.938775510203
406,m1-p2-010,2,1,25998.367346938776,17998.367346938776
407,m1-p2-011,2,1,23856.326530612245,15856.326530612243
408,m1-p2-012,2,1,23203.265306122452,15203.26530612245
409,m1-p2-013,2,1,23307.755102040814,15307.755102040815
410,m1-p2-014,2,1,23725.714285714286,15725.714285714286
411,m1-p2-015,2,1,24979.591836734697,16979.591836734697
412,m1-p2-016,2,1,25893.877551020407,17893.877551020407
413,m1-p2-017,2,1,24692.244897959186,16692.244897959186
414,m1-p2-018,2,1,24326.5306122449,16326.530612244898
415,m1-p2-019,2,1,23516.73469387755,15516.734693877552
416,m1-p2-020,2,1,24195.918367346938,16195.918367346938
417,m1-p2-021,2,1,23360.0,15360.0
418,m1-p2-022,2,1,26834.285714285714,18834.285714285714
419,m1-p2-023,2,1,25423.673469387755,17423.673469387755
420,m1-p2-024,2,1,24535.51020408163,16535.51020408163
421,m1-p2-025,2,1,24300.408163265307,16300.408163265307
422,p2-871,2,1,23777.95918367347,15777.95918367347
423,p2-872,2,1,23516.73469387755,15516.734693877552
424,p2-873,2,1,23229.38775510204,15229.387755102041
425,p2-874,2,1,26337.95918367347,18337.95918367347
426,p2-875,2,1,25972.244897959183,17972.244897959183
427,p2-876,2,1,24875.102040816328,16875.102040816328
428,p2-877,2,1,26912.65306122449,18912.65306122449
429,p2-878,2,1,24718.367346938776,16718.367346938776
430,p2-879,2,1,25005.714285714286,17005.714285714286
431,p2-880,2,1,24013.061224489797,16013.061224489797
432,p2-881,2,1,23673.4693877551,15673.469387755102
433,p2-882,2,1,27983.67346938775,19983.67346938775
434,p2-883,2,1,24822.85714285714,16822.85714285714
435,p2-884,2,1,24117.551020408166,16117.551020408164
436,p2-885,2,1,26076.73469387755,18076.73469387755
437,p2-886,2,1,26207.346938775507,18207.346938775507
438,p2-887,2,1,25136.326530612245,17136.326530612245
439,p2-888,2,1,24640.0,16640.0
440,p2-889,2,1,23882.448979591834,15882.448979591836
441,p2-890,2,1,27278.367346938776,19278.367346938776
442,p2-891,2,1,23464.48979591837,15464.489795918367
443,p2-892,2,1,23542.857142857145,15542.857142857145
444,p2-893,2,1,25789.38775510204,17789.38775510204
445,p2-894,2,1,24457.142857142855,16457.142857142855
446,p2-895,2,1,25031.83673469388,17031.83673469388
447,p2-896,2,1,23882.448979591834,15882.448979591836
448,p2-897,2,1,24901.224489795917,16901.224489795917
449,p2-898,2,1,23830.204081632655,15830.204081632655
450,p2-899,2,1,25136.326530612245,17136.326530612245
451,p2-900,2,1,22080.0,14079.999999999998
452,p2-601,2,1,23046.530612244896,15046.530612244896
453,p2-602,2,1,21792.65306122449,13792.653061224488
454,p2-603,2,1,22785.30612244898,14785.30612244898
455,p2-604,2,1,21844.897959183672,13844.897959183672
456,p2-605,2,1,22341.22448979592,14341.224489795919
457,p2-606,2,1,22106.12244897959,14106.12244897959
458,p2-607,2,1,22915.91836734694,14915.91836734694
459,p2-608,2,1,24143.673469387755,16143.673469387757
460,p2-609,2,1,22524.081632653062,14524.081632653062
461,p2-610,2,1,22994.285714285714,14994.285714285714
462,p2-611,2,1,24169.795918367345,16169.795918367345
463,p2-612,2,1,22367.34693877551,14367.346938775512
464,p2-613,2,1,22471.836734693876,14471.836734693878
465,p2-614,2,1,25371.42857142857,17371.42857142857
466,p2-615,2,1,25162.448979591838,17162.448979591838
467,p2-616,2,1,22837.551020408162,14837.551020408164
468,p2-617,2,1,22602.448979591838,14602.448979591838
469,p2-618,2,1,23673.4693877551,15673.469387755102
470,p2-619,2,1,22889.79591836735,14889.795918367348
471,p2-620,2,1,22262.857142857145,14262.857142857143
472,p2-621,2,1,24744.489795918365,16744.489795918365
473,p2-622,2,1,26755.918367346938,18755.918367346938
474,p2-623,2,1,26102.857142857145,18102.857142857145
475,p2-624,2,1,26102.857142857145,18102.857142857145
476,p2-625,2,1,22628.57142857143,14628.57142857143
477,p2-626,2,1,24404.897959183676,16404.897959183676
478,p2-627,2,1,23360.0,15360.0
479,p2-628,2,1,23751.83673469388,15751.836734693878
480,p2-629,2,1,25084.08163265306,17084.08163265306
481,p2-630,2,1,25397.551020408162,17397.551020408162
482,p2-1291,2,1,24146.59863945578,16146.598639455782
483,p2-1292,2,1,22034.603174603173,14034.603174603173
484,p2-1293,2,1,22634.603174603173,14634.603174603175
485,p2-1294,2,1,24050.589569161,16050.589569160999
486,p2-1295,2,1,22250.61224489796,14250.612244897959
487,p2-1296,2,1,23762.60770975057,15762.60770975057
488,p2-1297,2,1,22802.60770975057,14802.607709750568
489,p2-1298,2,1,24194.603174603173,16194.603174603173
490,p2-1299,2,1,24866.598639455784,16866.598639455784
491,p2-1300,2,1,23258.59410430839,15258.59410430839
492,p2-1301,2,1,24434.603174603177,16434.603174603177
493,p2-1302,2,1,22970.612244897962,14970.61224489796
494,p2-1303,2,1,25010.589569161,17010.589569161
495,p2-1304,2,1,23906.598639455784,15906.598639455784
496,p2-1305,2,1,23330.61224489796,15330.61224489796
497,p2-1306,2,1,26282.607709750566,18282.607709750566
498,p2-1307,2,1,24194.603174603173,16194.603174603173
499,p2-1308,2,1,23474.603174603173,15474.603174603175
500,p2-1309,2,1,23234.603174603177,15234.603174603177
501,p2-1310,2,1,23858.59410430839,15858.594104308391
502,p2-1311,2,1,24674.603174603173,16674.603174603173
503,p2-1312,2,1,26330.589569160995,18330.589569160995
504,p2-1313,2,1,23162.607709750566,15162.607709750568
505,p2-1314,2,1,27002.607709750566,19002.607709750566
506,p2-1315,2,1,25010.589569161,17010.589569161
507,p2-1316,2,1,23234.603174603177,15234.603174603177
508,p2-1317,2,1,22898.59410430839,14898.594104308391
509,p2-1318,2,1,24722.607709750566,16722.607709750566
510,p2-1319,2,1,25826.59863945578,17826.59863945578
